# WOCS    Vmag     BmV     VmR     VmI    Vmag1   BmV1    Vmag2   BmV2    Vmag3   BmV3    Jmag    JmKs    A74  S72     _RA        _DE   
002012  13.059   1.214   0.599   1.202  13.125   1.166  13.140   1.206  99.999  99.999  10.974   0.642   928  103  295.31800  +40.09747
004012  13.248   0.523   0.268   0.587  13.285   0.494  99.999  99.999  99.999  99.999  12.232   0.253   504   25  295.20154  +40.17900
005012  13.369   1.186   0.658   1.243  13.363   1.202  99.999  99.999  99.999  99.999  11.227   0.698   112   28  295.20687  +40.24203
006012  13.653   0.582   0.403   0.795  13.618   0.654  13.639   0.661  99.999  99.999  12.412   0.330   842   49  295.24771  +40.11825
007012  13.778   0.539   0.231   0.565  13.821   0.493  13.833   0.508  99.999  99.999  12.777   0.211   926  104  295.31804  +40.10469
008012  14.499   0.640   0.382   0.791  14.509   0.641  99.999  99.999  14.534   0.654  13.196   0.334   758  999  295.21958  +40.14511
009012  14.553   0.644   0.375   0.762  14.537   0.656  14.538   0.653  14.563   0.646  13.296   0.388    76  999  295.42542  +40.25492
010012  14.555   0.494   0.264   0.601  14.548   0.484  14.552   0.474  14.585   0.469  13.551   0.286    77  999  295.42396  +40.25664
011012  14.703   0.757   0.426   0.863  14.692   0.788  14.708   0.763  14.704   0.771  13.185   0.374  9999  999  295.33146  +40.28869
012012  14.715   0.528   0.274   0.640  14.710   0.530  14.719   0.517  14.741   0.519  13.647   0.342  9999  999  295.39783  +40.27214
013012  14.810   1.308   0.693   1.330  14.789   1.283  14.794   1.298  14.820   1.294  12.489   0.748   705  999  295.43046  +40.15344
014012  14.807   0.486   0.186   0.568  14.834   0.462  14.842   0.481  14.871   0.454  13.920   0.237   929  999  295.32087  +40.10111
015012  15.030   0.636   0.354   0.767  15.027   0.642  15.056   0.620  15.051   0.631  13.759   0.371  9999  999  295.34342  +40.28764
016012  15.111   1.351   0.700   1.363  15.114   1.304  15.090   1.319  15.142   1.299  12.754   0.780   578  999  295.43812  +40.16392
017012  15.122   0.557   0.325   0.678  15.119   0.572  15.155   0.538  15.143   0.580  14.689   0.863    21  999  295.23246  +40.25936
018012  15.161   0.597   0.333   0.731  15.172   0.594  99.999  99.999  15.196   0.599  13.970   0.347  9999  999  295.25892  +40.28203
020012  15.202   0.644   0.350   0.788  15.204   0.629  15.184   0.627  15.237   0.624  13.877   0.344  9999  999  295.45071  +40.20864
021012  15.220   0.654   0.367   0.767  15.216   0.631  15.201   0.625  15.248   0.627  13.958   0.325  9999  999  295.44979  +40.19828
022012  15.238   0.684   0.373   0.799  15.235   0.672  15.200   0.665  15.264   0.668  13.931   0.425   577  999  295.43908  +40.16606
024012  15.269   0.571   0.333   0.693  15.275   0.576  99.999  99.999  15.296   0.583  14.108   0.333   661  999  295.20558  +40.15194
025012  15.329   0.759   0.432   0.896  15.338   0.757  99.999  99.999  15.357   0.764  13.833   0.485   111  999  295.21396  +40.24478
026012  15.355   1.150   0.623   1.233  15.349   1.141  99.999  99.999  15.370   1.133  13.185   0.631  9999  999  295.29712  +40.28658
027012  15.376   0.598   0.313   0.735  15.375   0.594  15.423   0.568  15.382   0.601  14.205   0.354  9999  999  295.33821  +40.28981
028012  15.401   0.598   0.326   0.676  15.404   0.607  99.999  99.999  15.442   0.600  14.138   0.249   830  999  295.23521  +40.12800
029012  15.409   0.802   0.453   0.928  15.410   0.799  99.999  99.999  15.429   0.817  13.837   0.474   409  999  295.19408  +40.19192
031012  15.636   0.650   0.391   0.835  15.638   0.664  15.636   0.677  15.664   0.672  14.301   0.321   935  999  295.35933  +40.10211
032012  15.651   0.648   0.341   0.765  15.666   0.612  15.665   0.641  15.688   0.628  14.373   0.233   934  999  295.34062  +40.10233
033012  15.698   0.593   0.313   0.711  15.699   0.591  99.999  99.999  15.743   0.586  14.574   0.357   201  999  295.20658  +40.22475
034012  15.732   0.656   0.383   0.810  15.744   0.626  15.727   0.656  15.774   0.635  14.434   0.499   856  999  295.38908  +40.11669
036012  15.821   0.644   0.362   0.822  15.789   0.685  99.999  99.999  99.999  99.999  14.088   0.284  9999  999  295.28312  +40.28714
039012  15.920   0.637   0.340   0.731  15.942   0.609  99.999  99.999  15.957   0.628  14.769   0.292   768  999  295.23196  +40.13553
041012  15.987   0.632   0.384   0.760  15.978   0.646  15.982   0.645  16.005   0.644  14.644   0.481   707  999  295.43833  +40.15369
044012  16.026   0.581   0.346   0.729  16.038   0.574  16.066   0.586  16.058   0.590  14.830   0.382   883  999  295.26450  +40.11383
045012  16.051   0.589   0.342   0.742  16.041   0.577  99.999  99.999  16.032   0.609  14.675   0.348  9999  999  295.25929  +40.27950
046012  16.076   0.769   0.425   0.889  16.084   0.763  16.091   0.780  16.121   0.761  14.585   0.361   932  999  295.33062  +40.10361
047012  16.096   0.601   0.362   0.732  16.091   0.613  99.999  99.999  16.126   0.616  14.863   0.408   312  999  295.19562  +40.19908
050012  16.160   0.607   0.357   0.722  16.158   0.592  99.999  99.999  16.187   0.619  14.922   0.369   301  999  295.19729  +40.20231
051012  16.211   0.611   0.391   0.789  16.178   0.645  16.155   0.626  16.219   0.625  14.902   0.342   171  999  295.44075  +40.23950
054012  16.248   0.792   0.457   0.934  16.241   0.785  99.999  99.999  16.273   0.796  14.669   0.440   767  999  295.22175  +40.13444
056012  16.299   0.627   0.378   0.791  16.298   0.635  16.307   0.659  16.318   0.653  15.073   0.465   924  999  295.31375  +40.10481
058012  16.324   0.715   0.376   0.824  16.339   0.679  16.329   0.703  16.361   0.689  14.986   0.450   869  999  295.38071  +40.10869
059012  16.361   0.650   0.384   0.765  16.364   0.651  16.367   0.662  99.999  99.999  15.070   0.035   930  999  295.32471  +40.10297
060012  16.435   0.630   0.348   0.766  16.421   0.654  99.999  99.999  16.455   0.640  15.235   0.173  9999  999  295.26092  +40.27553
061012  16.446   0.691   0.361   0.782  16.454   0.651  16.383   0.826  16.485   0.666  15.076   0.507   794  999  295.42242  +40.13550
062012  16.478   0.773   0.471   0.940  16.467   0.773  16.440   0.806  16.490   0.779  99.999  99.999  9999  999  295.39637  +40.11850
002013  99.999  99.999  99.999  99.999  12.323   0.459  99.999  99.999  99.999  99.999  11.371   0.280   113   29  295.20550  +40.24436
003013  99.999  99.999  99.999  99.999  12.422   1.034  12.416   1.029  99.999  99.999  10.566   0.620   796  170  295.43108  +40.13608
004013  99.999  99.999  99.999  99.999  12.535   0.577  12.519   0.558  99.999  99.999  11.372   0.359   798  177  295.43933  +40.13608
005013  99.999  99.999  99.999  99.999  12.883   0.558  99.999  99.999  99.999  99.999  11.780   0.272  9999  122  295.33683  +40.29592
006013  13.065   0.565   0.284   0.667  13.089   0.550  99.999  99.999  99.999  99.999  11.933   0.324   410   21  295.19167  +40.18914
007013  13.109   0.452   0.242   0.564  13.118   0.461  99.999  99.999  99.999  99.999  12.129   0.242   215   20  295.18575  +40.20936
008013  99.999  99.999  99.999  99.999  13.124   1.132  13.157   1.151  99.999  99.999  11.043   0.693   911   58  295.25846  +40.10781
009013  13.343   0.545   0.240   0.584  13.369   0.499  13.352   0.495  99.999  99.999  12.369   0.286   708  178  295.43937  +40.14744
010013  13.396   0.617   0.392   0.762  13.376   0.633  13.358   0.630  99.999  99.999  12.120   0.396  9999  183  295.45108  +40.17564
011013  13.469   1.319   0.658   1.323  13.475   1.274  13.476   1.303  99.999  99.999  11.195   0.758   857  160  295.39467  +40.11181
012013  13.629   0.570   0.358   0.700  13.602   0.588  13.596   0.596  99.999  99.999  99.999  99.999   858  162  295.39829  +40.11264
013013  13.966   1.269   0.665   1.290  13.983   1.255  14.001   1.285  14.000   1.263  11.762   0.690   920   81  295.29842  +40.09011
014013  14.109   0.493   0.284   0.607  14.102   0.516  99.999  99.999  14.133   0.525  13.096   0.260   133   22  295.19158  +40.23589
015013  14.419   0.683   0.398   0.839  14.426   0.702  14.445   0.715  14.444   0.702  13.048   0.372   913  999  295.26550  +40.10064
016013  14.599   0.694   0.389   0.779  14.596   0.701  99.999  99.999  14.622   0.715  13.315   0.332   832  999  295.21946  +40.12692
017013  14.712   0.623   0.363   0.766  14.716   0.631  99.999  99.999  14.739   0.659  13.449   0.336   214  999  295.18592  +40.21447
018013  14.741   0.638   0.323   0.765  14.754   0.639  99.999  99.999  14.768   0.649  13.476   0.337  9999  999  295.23883  +40.27431
019013  14.769   0.867   0.504   1.067  14.774   0.850  99.999  99.999  14.790   0.860  12.980   0.529   840  999  295.22783  +40.12036
020013  14.784   1.089   0.609   1.180  14.776   1.095  14.771   1.109  14.796   1.102  12.762   0.603   938  999  295.37917  +40.10036
021013  14.986   1.288   0.695   1.391  14.979   1.251  14.959   1.284  14.999   1.260  12.567   0.797   866  999  295.40012  +40.10569
022013  15.019   0.885   0.498   1.007  14.997   0.886  15.002   0.892  15.012   0.874  13.344   0.537    72  999  295.42650  +40.26100
023013  15.142   0.650   0.349   0.781  15.157   0.640  99.999  99.999  15.189   0.654  13.873   0.354   831  999  295.22283  +40.12861
024013  15.162   0.601   0.327   0.708  15.181   0.592  99.999  99.999  15.198   0.607  13.891   0.424   839  999  295.22575  +40.12189
025013  15.259   0.619   0.380   0.797  15.244   0.636  15.218   0.629  15.265   0.648  13.980   0.351  9999  999  295.45125  +40.17083
026013  15.256   0.625   0.335   0.733  15.257   0.611  99.999  99.999  15.277   0.608  13.998   0.362  9999  999  295.35133  +40.29672
028013  15.385   0.588   0.374   0.768  15.368   0.626  15.387   0.650  15.389   0.637  14.133   0.374   919  999  295.29375  +40.09350
029013  15.375   1.337   0.706   1.351  15.376   1.328  99.999  99.999  15.388   1.307  13.070   0.765    22  999  295.21654  +40.26006
030013  15.414   0.572   0.339   0.723  15.382   0.590  99.999  99.999  15.412   0.590  14.199   0.331  9999  999  295.32308  +40.30000
031013  15.393   0.716   0.405   0.823  15.382   0.738  99.999  99.999  15.404   0.747  14.027   0.388   310  999  295.18129  +40.19600
034013  15.452   0.677   0.365   0.792  15.454   0.669  99.999  99.999  15.476   0.687  14.150   0.417   205  999  295.18533  +40.22208
035013  15.433   0.669   0.364   0.768  15.456   0.649  99.999  99.999  15.483   0.663  14.147   0.311   887  999  295.23192  +40.11369
036013  15.485   0.562   0.329   0.688  15.465   0.573  15.487   0.548  15.496   0.574  14.247   0.307  9999  999  295.39542  +40.28014
037013  15.462   0.613   0.340   0.745  15.467   0.614  99.999  99.999  15.483   0.630  14.240   0.360    33  999  295.21517  +40.25503
039013  15.620   0.534   0.312   0.675  15.606   0.523  15.581   0.520  15.637   0.525  14.410   0.311  9999  999  295.45604  +40.19817
040013  15.599   0.659   0.352   0.782  15.619   0.644  15.639   0.673  15.630   0.670  14.292   0.420   910  999  295.25621  +40.10753
042013  15.840   0.575   0.305   0.714  15.834   0.578  99.999  99.999  15.855   0.589  14.657   0.233  9999  999  295.25475  +40.28881
043013  15.906   0.662   0.350   0.765  15.890   0.634  15.888   0.613  15.947   0.623  14.618   0.444  9999  999  295.46400  +40.18656
044013  15.894   0.794   0.450   0.894  15.899   0.804  99.999  99.999  15.910   0.816  14.412   0.521  9999  999  295.28171  +40.29494
045013  15.924   0.591   0.331   0.734  15.909   0.603  99.999  99.999  15.949   0.609  14.715   0.331   114  999  295.20271  +40.24583
046013  15.945   0.580   0.347   0.731  15.932   0.590  15.940   0.583  15.963   0.583  14.707   0.272    73  999  295.42967  +40.26000
049013  15.976   0.767   0.426   0.863  15.988   0.765  99.999  99.999  16.015   0.776  14.513   0.246   909  999  295.24675  +40.10553
058013  16.262   0.773   0.414   0.877  16.260   0.788  99.999  99.999  16.292   0.787  14.762   0.405   203  999  295.19571  +40.22169
059013  16.276   0.756   0.396   0.820  16.284   0.748  99.999  99.999  16.303   0.760  14.927   0.348  9999  999  295.22679  +40.27564
001014  99.999  99.999  99.999  99.999  11.641   1.548  11.666   1.562  99.999  99.999   8.942   0.951  9999  157  295.39329  +40.29672
002014  99.999  99.999  99.999  99.999  11.680   0.650  99.999  99.999  99.999  99.999  10.499   0.339   889   33  295.21550  +40.11539
003014  99.999  99.999  99.999  99.999  11.853   0.539  99.999  99.999  99.999  99.999  10.817   0.260   969  176  295.43771  +40.12100
004014  99.999  99.999  99.999  99.999  12.362   1.238  99.999  99.999  99.999  99.999  10.214   0.746   886   42  295.23167  +40.10814
005014  99.999  99.999  99.999  99.999  12.846   1.280  99.999  99.999  99.999  99.999  10.589   0.752   765   27  295.20012  +40.13569
006014  13.808   0.607   0.329   0.707  13.813   0.591  99.999  99.999  99.999  99.999  12.645   0.330  9999  182  295.44950  +40.24558
007014  99.999  99.999  99.999  99.999  13.841   1.840  13.688   1.857  99.999  99.999  10.037   1.186  9999  180  295.44587  +40.13000
008014  13.962   0.563   0.328   0.719  13.940   0.571  99.999  99.999  99.999  99.999  12.780   0.335  9999  113  295.33042  +40.31186
009014  14.008   0.697   0.382   0.770  14.020   0.708  99.999  99.999  14.035   0.720  12.697   0.350    31   24  295.19496  +40.24964
010014  14.095   0.648   0.354   0.718  14.097   0.633  99.999  99.999  14.123   0.629  12.913   0.363   908  999  295.24554  +40.10358
011014  14.638   0.661   0.352   0.791  14.649   0.641  14.631   0.660  14.664   0.650  13.351   0.401   941  999  295.40746  +40.09947
012014  14.655   0.609   0.391   0.762  14.652   0.629  14.614   0.670  14.648   0.647  13.376   0.359  9999  999  295.30562  +40.08053
013014  14.830   0.609   0.286   0.744  14.801   0.430  99.999  99.999  14.777   0.589  13.247   0.385   918  999  295.26329  +40.08964
014014  14.838   0.560   0.319   0.678  14.850   0.558  99.999  99.999  14.852   0.569  13.640   0.293  9999  999  295.26808  +40.29842
015014  14.879   1.310   0.696   1.371  14.894   1.275  14.869   1.300  99.999  99.999  99.999  99.999   940  999  295.40079  +40.09708
016014  14.990   0.825   0.512   1.032  14.969   0.859  99.999  99.999  15.018   0.854  13.281   0.534   888  999  295.21996  +40.11239
017014  15.060   0.610   0.369   0.753  15.030   0.624  99.999  99.999  15.070   0.598  13.775   0.321  9999  999  295.45908  +40.24586
018014  15.042   1.083   0.555   1.126  15.057   1.058  15.057   1.083  15.087   1.059  13.113   0.591  9999  999  295.33079  +40.08564
019014  15.158   0.682   0.363   0.777  15.147   0.683  99.999  99.999  15.170   0.670  13.875   0.444  9999  999  295.43067  +40.27461
020014  15.221   1.106   0.581   1.202  15.216   1.119  99.999  99.999  15.237   1.105  13.174   0.671   118  999  295.18871  +40.23819
021014  15.298   0.565   0.328   0.708  15.288   0.578  99.999  99.999  15.306   0.573  14.093   0.168  9999  999  295.27012  +40.30581
022014  15.489   0.629   0.372   0.796  15.476   0.631  15.507   0.613  15.497   0.624  14.188   0.471  9999  999  295.40037  +40.29044
024014  15.650   0.585   0.379   0.757  15.642   0.596  15.642   0.626  15.650   0.601  99.999  99.999  9999  999  295.34633  +40.08922
025014  15.671   0.600   0.362   0.744  15.655   0.613  15.636   0.619  15.674   0.625  14.427   0.319   799  999  295.44008  +40.12842
029014  15.742   0.617   0.328   0.715  15.760   0.586  99.999  99.999  15.781   0.599  14.588   0.314   914  999  295.25233  +40.09869
030014  15.752   0.568   0.296   0.683  15.775   0.552  99.999  99.999  15.793   0.578  14.591   0.219   648  999  295.18967  +40.15786
031014  15.817   0.782   0.415   0.879  15.813   0.781  15.834   0.770  15.832   0.767  14.383   0.516  9999  999  295.41496  +40.28492
034014  15.880   0.617   0.338   0.725  15.878   0.620  99.999  99.999  15.924   0.604  14.657   0.243   302  999  295.17471  +40.20447
038014  16.065   0.642   0.369   0.799  16.054   0.642  16.037   0.666  16.076   0.661  14.735   0.435   865  999  295.41050  +40.10628
043014  16.202   0.592   0.353   0.764  16.190   0.582  16.168   0.591  16.212   0.604  14.905   0.275  9999  999  295.46383  +40.17231
044014  16.222   0.658   0.394   0.817  16.215   0.660  16.208   0.665  16.230   0.677  14.850   0.304   939  999  295.39471  +40.10058
045014  16.228   0.588   0.322   0.748  16.221   0.607  99.999  99.999  16.252   0.603  14.958   0.237  9999  999  295.22179  +40.27461
046014  16.227   0.644   0.375   0.799  16.223   0.675  99.999  99.999  16.253   0.676  14.827   0.251   505  999  295.18275  +40.16667
049014  16.301   0.633   0.369   0.744  16.305   0.630  99.999  99.999  16.334   0.640  15.095   0.536   764  999  295.19587  +40.13286
054014  16.447   0.659   0.380   0.766  16.450   0.640  99.999  99.999  16.476   0.668  15.181   0.431   660  999  295.18525  +40.15469
001015  99.999  99.999  99.999  99.999  12.182   1.555  99.999  99.999  99.999  99.999   9.399   0.976  9999  133  295.34850  +40.31869
002015  99.999  99.999  99.999  99.999  12.267   1.308  99.999  99.999  99.999  99.999  10.054   0.752  9999   84  295.30062  +40.31556
003015  99.999  99.999  99.999  99.999  12.542   0.721  99.999  99.999  99.999  99.999  11.255   0.410   917   55  295.25442  +40.09081
004015  12.780   0.790   0.378   0.800  12.864   0.777  99.999  99.999  99.999  99.999  11.458   0.444  9999  112  295.32504  +40.31572
006015  13.511   1.376   0.641   1.290  13.532   1.298  13.563   1.334  99.999  99.999  11.286   0.752  9999   63  295.26908  +40.08081
007015  13.594   0.616   0.337   0.715  13.613   0.615  99.999  99.999  99.999  99.999  12.381   0.325   212   15  295.16562  +40.20994
008015  99.999  99.999  99.999  99.999  14.194   1.670  99.999  99.999  15.360   0.596   9.692   1.220   211   13  295.16346  +40.21197
009015  14.212   1.309   0.648   1.294  14.215   1.276  14.214   1.301  14.235   1.257  11.974   0.768  9999  144  295.36375  +40.08189
010015  14.461   0.453   0.242   0.525  14.469   0.429  99.999  99.999  99.999  99.999  13.239   0.326  9999  184  295.45517  +40.13531
011015  14.577   0.705   0.379   0.820  14.571   0.684  99.999  99.999  14.564   0.675  13.203   0.435  9999  999  295.47987  +40.18467
012015  14.678   1.476   0.774   1.514  14.639   1.451  99.999  99.999  99.999  99.999  12.038   0.887  9999  999  295.36462  +40.31628
013015  14.617   1.004   0.552   1.099  14.639   1.031  99.999  99.999  14.634   1.021  12.743   0.575    28  999  295.17937  +40.25211
015015  14.710   0.624   0.353   0.764  14.711   0.634  14.717   0.663  14.727   0.645  13.442   0.353  9999  999  295.28325  +40.07856
016015  14.777   0.657   0.359   0.776  14.801   0.647  99.999  99.999  14.811   0.655  13.517   0.360  9999  999  295.25017  +40.08636
017015  14.861   0.622   0.336   0.778  14.848   0.620  99.999  99.999  14.870   0.614  13.352   0.372  9999  999  295.47917  +40.22589
018015  14.899   1.331   0.701   1.376  14.878   1.313  99.999  99.999  14.897   1.276  12.532   0.806  9999  999  295.44679  +40.26578
019015  14.881   0.757   0.430   0.894  14.891   0.772  14.904   0.800  14.906   0.782  13.461   0.478  9999  999  295.29829  +40.08042
020015  15.047   0.605   0.359   0.742  15.043   0.599  99.999  99.999  15.065   0.615  13.844   0.259   907  999  295.23754  +40.09839
021015  15.083   0.830   0.436   0.882  15.065   0.841  99.999  99.999  99.999  99.999  13.581   0.465  9999  999  295.48329  +40.20500
022015  15.134   1.188   0.649   1.278  15.115   1.168  99.999  99.999  99.999  99.999  12.893   0.660  9999  999  295.47762  +40.20975
023015  15.114   0.720   0.385   0.809  15.123   0.719  99.999  99.999  15.133   0.728  13.745   0.447    24  999  295.18321  +40.25964
024015  15.155   1.210   0.641   1.239  15.143   1.223  99.999  99.999  15.176   1.214  12.987   0.698   650  999  295.17467  +40.15864
025015  15.201   1.346   0.744   1.422  15.159   1.346  15.189   1.346  15.179   1.310  12.745   0.840  9999  999  295.42342  +40.28689
026015  15.211   0.550   0.304   0.686  15.195   0.563  99.999  99.999  15.253   0.570  14.083   0.371   303  999  295.16275  +40.20253
027015  15.241   0.586   0.307   0.705  15.253   0.588  99.999  99.999  15.270   0.594  14.095   0.321    30  999  295.18462  +40.24944
028015  15.298   0.552   0.301   0.684  15.288   0.550  99.999  99.999  99.999  99.999  14.210   0.271  9999  999  295.32796  +40.31714
029015  15.310   0.803   0.431   0.874  15.311   0.800  99.999  99.999  15.317   0.807  13.867   0.438  9999  999  295.27167  +40.31256
032015  15.378   0.622   0.365   0.761  15.368   0.622  99.999  99.999  15.393   0.627  14.115   0.348  9999  999  295.47125  +40.15392
033015  15.521   0.782   0.429   0.849  15.507   0.781  99.999  99.999  15.531   0.786  14.112   0.419  9999  999  295.47342  +40.24525
034015  15.534   0.542   0.316   0.688  15.514   0.567  99.999  99.999  15.538   0.569  14.436   0.341  9999  999  295.23362  +40.29986
039015  15.729   0.589   0.321   0.704  15.725   0.585  99.999  99.999  99.999  99.999  14.560   0.248   213  999  295.16933  +40.21269
042015  15.794   0.638   0.321   0.718  15.822   0.602  15.820   0.634  15.911   0.952  14.652   0.236  9999  999  295.32800  +40.07836
045015  15.905   0.662   0.354   0.774  15.883   0.661  99.999  99.999  15.907   0.660  14.692   0.440  9999  999  295.43296  +40.28133
046015  15.886   0.589   0.314   0.698  15.896   0.589  99.999  99.999  15.912   0.612  14.669   0.271   657  999  295.17908  +40.14969
049015  16.071   0.614   0.352   0.749  16.051   0.620  99.999  99.999  99.999  99.999  14.860   0.302  9999  999  295.46546  +40.25650
051015  16.057   0.663   0.365   0.789  16.076   0.652  16.055   0.687  16.094   0.659  14.718   0.610  9999  999  295.37108  +40.08197
052015  16.109   0.583   0.349   0.732  16.085   0.610  99.999  99.999  16.116   0.589  14.908   0.338  9999  999  295.43737  +40.27800
054015  16.137   0.734   0.402   0.867  16.135   0.728  99.999  99.999  99.999  99.999  14.739   0.362   206  999  295.17012  +40.22436
058015  16.251   0.733   0.409   0.893  16.247   0.722  16.216   0.749  16.257   0.748  14.740   0.392  9999  999  295.40375  +40.08928
059015  16.283   0.730   0.438   0.883  16.277   0.733  99.999  99.999  16.311   0.745  14.785   0.428   656  999  295.18029  +40.14908
060015  16.283   0.685   0.397   0.833  16.285   0.681  99.999  99.999  16.312   0.699  14.942   0.420   760  999  295.18512  +40.13983
062015  16.293   0.776   0.449   0.884  16.289   0.787  99.999  99.999  16.295   0.799  14.757   0.440  9999  999  295.29187  +40.31781
063015  16.306   0.692   0.405   0.883  16.290   0.698  99.999  99.999  16.362   0.644  99.999  99.999  9999  999  295.47929  +40.19208
064015  16.321   0.673   0.422   0.817  16.291   0.680  99.999  99.999  16.280   0.694  14.911   0.291  9999  999  295.47825  +40.17631
067015  16.397   0.708   0.359   0.808  16.391   0.677  16.375   0.693  16.430   0.679  15.031   0.314   942  999  295.42767  +40.10322
069015  16.445   0.660   0.390   0.828  16.426   0.671  99.999  99.999  16.467   0.669  15.032   0.521  9999  999  295.47629  +40.22417
070015  16.448   0.747   0.414   0.887  16.443   0.733  99.999  99.999  16.474   0.735  14.983   0.554   916  999  295.25079  +40.09267
073015  16.447   0.788   0.422   0.869  16.458   0.764  99.999  99.999  16.484   0.774  15.003   0.134   834  999  295.19842  +40.12203
001016  99.999  99.999  99.999  99.999  11.139   1.733  99.999  99.999  99.999  99.999   7.356   1.133  9999   69  295.28429  +40.32553
002016  99.999  99.999  99.999  99.999  11.215   1.747  99.999  99.999  99.999  99.999   7.240   1.194  9999  187  295.47979  +40.23936
003016  99.999  99.999  99.999  99.999  11.855   1.237  99.999  99.999  99.999  99.999   9.737   0.720  9999   34  295.22583  +40.30444
004016  12.888   0.504   0.262   0.621  12.912   0.493  99.999  99.999  99.999  99.999  11.838   0.267  9999   57  295.26017  +40.07461
005016  99.999  99.999  99.999  99.999  13.086   1.298  13.081   1.302  99.999  99.999  10.779   0.754   943  173  295.43446  +40.09797
006016  13.582   0.600   0.326   0.747  13.570   0.626  99.999  99.999  99.999  99.999  12.391   0.319  9999   35  295.22333  +40.30139
007016  14.071   1.331   0.708   1.345  14.053   1.336  99.999  99.999  14.101   1.330  11.726   0.741   131   14  295.16546  +40.23119
008016  14.215   1.400   0.704   1.403  99.999  99.999  99.999  99.999  14.156   1.407  11.788   0.834  9999  189  295.48904  +40.23422
009016  14.262   1.053   0.598   1.200  14.225   1.072  99.999  99.999  14.232   1.041  12.214   0.663  9999  142  295.36217  +40.32000
010016  14.225   0.504   0.290   0.648  14.229   0.511  99.999  99.999  14.240   0.525  13.145   0.300  9999   38  295.23333  +40.31086
011016  14.270   0.604   0.296   0.675  14.280   0.570  14.265   0.568  14.308   0.570  13.088   0.294  9999  999  295.44829  +40.10611
012016  14.317   1.126   0.602   1.183  14.299   1.122  99.999  99.999  14.319   1.098  12.285   0.656  9999  185  295.46100  +40.26694
014016  14.345   0.782   0.430   0.874  14.346   0.784  99.999  99.999  14.358   0.783  12.897   0.452  9999  999  295.21525  +40.29369
015016  14.415   0.499   0.283   0.611  14.411   0.520  99.999  99.999  14.464   0.534  13.414   0.237   655  999  295.16229  +40.14831

016016  14.572   0.892   0.484   1.003  14.578   0.907  99.999  99.999  14.569   0.906  12.889   0.540  9999  999  295.25742  +40.31786
017016  14.640   0.597   0.328   0.742  14.648   0.596  99.999  99.999  99.999  99.999  13.382   0.357   414  999  295.15075  +40.18261
018016  14.718   0.626   0.331   0.741  14.706   0.628  99.999  99.999  14.720   0.626  13.477   0.312  9999  999  295.35508  +40.32089
019016  14.779   0.660   0.393   0.811  14.781   0.669  99.999  99.999  14.798   0.684  13.468   0.386   761  999  295.17433  +40.13989
020016  14.813   0.834   0.476   0.970  14.797   0.854  99.999  99.999  14.849   0.876  13.189   0.492   306  999  295.15683  +40.19544
021016  14.979   1.111   0.588   1.201  14.981   1.120  99.999  99.999  14.993   1.131  12.960   0.708  9999  999  295.24479  +40.08569
022016  15.770   0.708   0.404   0.817  15.773   0.702  99.999  99.999  15.803   0.725  99.999  99.999   207  999  295.16021  +40.22319
023016  15.098   0.615   0.357   0.759  15.076   0.621  99.999  99.999  99.999  99.999  13.863   0.379  9999  999  295.46517  +40.26033
024016  15.146   0.612   0.333   0.707  15.133   0.606  99.999  99.999  15.152   0.609  13.913   0.376  9999  999  295.34979  +40.32139
025016  15.201   0.824   0.444   0.892  15.201   0.823  15.181   0.834  15.219   0.821  13.692   0.439   945  999  295.42796  +40.09453
026016  15.211   0.882   0.497   1.050  15.206   0.889  99.999  99.999  15.238   0.924  13.291   0.427   208  999  295.15962  +40.22253
027016  15.220   0.859   0.457   0.953  15.228   0.881  99.999  99.999  99.999  99.999  13.438   0.452   119  999  295.17175  +40.24547
028016  15.245   0.572   0.301   0.688  15.250   0.570  99.999  99.999  15.278   0.587  14.089   0.149   120  999  295.16829  +40.24556
029016  15.296   0.666   0.358   0.824  15.300   0.645  15.279   0.665  15.312   0.666  13.847   0.395   947  999  295.41787  +40.09064
030016  15.341   0.594   0.360   0.754  15.342   0.611  15.342   0.883  15.349   0.632  14.086   0.216  9999  999  295.35358  +40.07022
032016  15.501   1.311   0.752   1.405  15.463   1.317  99.999  99.999  15.530   1.303  13.072   0.788  9999  999  295.48462  +40.15142
033016  15.455   0.640   0.353   0.750  15.477   0.596  15.467   0.660  15.474   0.639  14.154   0.402  9999  999  295.30208  +40.06981
035016  15.607   0.693   0.414   0.832  15.572   0.707  99.999  99.999  15.595   0.721  14.178   0.405  9999  999  295.49025  +40.18903
036016  15.653   0.553   0.305   0.692  15.666   0.573  99.999  99.999  15.718   0.585  14.513   0.236   651  999  295.16250  +40.16011
037016  15.706   0.624   0.388   0.812  15.696   0.619  99.999  99.999  15.702   0.651  14.345   0.346  9999  999  295.47583  +40.25089
039016  15.727   0.546   0.349   0.713  15.706   0.526  99.999  99.999  15.737   0.594  14.475   0.429   305  999  295.15317  +40.19489
041016  15.763   0.789   0.418   0.864  15.767   0.782  99.999  99.999  15.807   0.798  14.275   0.491   130  999  295.16087  +40.22953
043016  15.827   0.724   0.414   0.854  15.804   0.725  99.999  99.999  15.822   0.740  14.379   0.358  9999  999  295.45679  +40.12367
044016  15.871   0.645   0.369   0.778  15.858   0.628  99.999  99.999  15.875   0.648  14.559   0.420  9999  999  295.48987  +40.21617
